Gene,Frequency
EXPH5,0.314814814814815
DDX6,0.12962962962963
TEAD1,0.0925925925925926
OR52I2,0.12962962962963
OR5M3,0.12962962962963
SCYL1,0.148148148148148
FAT3,1.2037037037037
LRP6,0.37037037037037
RIMKLB,0.203703703703704
TPTE2,0.296296296296296
PABPC3,0.259259259259259
PROSER1,0.185185185185185
DIS3,0.222222222222222
GPR132,0.111111111111111
IGHV3.33,0.037037037037037
IGHV3.73,0
RYR3,1.24074074074074
ANP32AP1,0.111111111111111
ZNF280D,0.148148148148148
ADAMTS7,0.333333333333333
SPACA3,0.0740740740740741
SLC35G3,0.166666666666667
KRT15,0.148148148148148
ARSG,0.203703703703704
ABR,0.37037037037037
NEDD4L,0.240740740740741
HMG20B,0.0555555555555556
SAFB,0.277777777777778
CD101,0.166666666666667
VPS13D,0.5
RYR2,1.57407407407407
LEPR,0.333333333333333
BTBD3,0.148148148148148
RPRD1B,0.0740740740740741
DNAJC28,0.148148148148148
SOX10,0.203703703703704
CELSR1,0.648148148148148
SLC9A4,0.222222222222222
IL1B,0.0925925925925926
TUBA4A,0.148148148148148
DES,0.148148148148148
SPTBN1,0.574074074074074
BCL11A,0.277777777777778
ZNF385D,0.333333333333333
CEP170P1,0.0925925925925926
WWC2,0.203703703703704
EPHA5,0.574074074074074
PCDHGA8,0.425925925925926
ADAMTS2,0.648148148148148
GFM2,0.111111111111111
LAMA2,0.833333333333333
SASH1,0.351851851851852
PLEKHG1,0.314814814814815
PLG,0.425925925925926
TREML2,0.0925925925925926
DEFB110,0
GAL3ST4,0.203703703703704
RNF19A,0.148148148148148
ASAH1,0.148148148148148
USP9X,0.592592592592593
ARMC3,0.37037037037037
ZNF248,0.185185185185185
C10orf10,0
PTEN,0.5
PHRF1,0.388888888888889
PICALM,0.203703703703704
UBC,0.0740740740740741
ANO2,0.296296296296296
LEPREL2,0.333333333333333
OCA2,0.444444444444444
TRPM1,0.388888888888889
EXD1,0.12962962962963
ALDH1A2,0.240740740740741
SCNN1B,0.166666666666667
CLDN6,0.0925925925925926
ITGAD,0.333333333333333
PAPL,0.240740740740741
PSG1,0.203703703703704
COL11A1,0.814814814814815
CENPF,0.555555555555556
OBSCN,1.7962962962963
GJB3,0.203703703703704
C8B,0.314814814814815
HOOK1,0.148148148148148
DEFB118,0.0555555555555556
DLGAP4,0.277777777777778
TPST2,0.111111111111111
PPIG,0.185185185185185
TTN,3.90740740740741
COL6A3,0.981481481481482
ITPR1,0.592592592592593
FLNB,0.611111111111111
ENPP6,0.0925925925925926
HGFAC,0.12962962962963
ADRA2C,0.0740740740740741
AFM,0.166666666666667
SLC27A6,0.277777777777778
PCDHGA1,0.333333333333333
PLEKHG4B,0.425925925925926
FAM153C,0
KDM7A,0.222222222222222
PLAG1,0.203703703703704
H2BFWT,0.0925925925925926
RP1.274L7.1,0.0740740740740741
GEMIN8,0.0925925925925926
GABRA3,0.148148148148148
P2RY8,0.203703703703704
KLHL34,0.333333333333333
ZNF81,0.0740740740740741
JMJD1C,0.351851851851852
PIPSL,0.37037037037037
TCTN3,0.166666666666667
SIAE,0.111111111111111
UEVLD,0.0925925925925926
CNGA4,0.222222222222222
PAK1,0.185185185185185
DHX37,0.296296296296296
SLCO1B7,0.203703703703704
USP5,0.259259259259259
PTPN6,0.185185185185185
PEX5,0.166666666666667
FAM90A1,0.148148148148148
SACS,0.962962962962963
ATP7B,0.240740740740741
CBLN3,0.12962962962963
EAPP,0.0740740740740741
FMN1,0.259259259259259
GALK2,0.148148148148148
CSNK1G1,0.0925925925925926
GOLGA6C,0.0925925925925926
HS3ST6,0.0185185185185185
STX1B,0.0740740740740741
CDH8,0.481481481481481
MSLNL,0.222222222222222
CENPBD1,0.0555555555555556
SDK2,0.685185185185185
TMEM104,0.222222222222222
TBC1D16,0.203703703703704
MYH10,0.296296296296296
PIEZO2,0.166666666666667
RTTN,0.351851851851852
ATP9B,0.240740740740741
SMARCA4,0.462962962962963
ZNF429,0.240740740740741
GRIK5,0.425925925925926
NLRP11,0.277777777777778
MUC16,2.2037037037037
ZNF266,0.166666666666667
TTF2,0.240740740740741
ITGA10,0.37037037037037
ZNF687,0.240740740740741
FLG,1.33333333333333
PTPRC,0.518518518518518
HHIPL2,0.240740740740741
EPHB2,0.277777777777778
SYTL1,0.111111111111111
TMEM53,0.037037037037037
TAL1,0.0740740740740741
C1orf141,0.12962962962963
COL24A1,0.351851851851852
DSN1,0.12962962962963
PTPRT,0.814814814814815
MX2,0.185185185185185
TBC1D8,0.296296296296296
LRP1B,1.37037037037037
SLC38A11,0.12962962962963
SCN2A,0.62962962962963
APOB,0.703703703703704
CAD,0.388888888888889
THADA,0.166666666666667
PIK3CB,0.148148148148148
ATR,0.388888888888889
HPS3,0.203703703703704
RNF168,0.148148148148148
FBXO45,0.037037037037037
TOP2B,0.444444444444444
FBXL2,0.148148148148148
XIRP1,0.5
CCDC12,0.0185185185185185
AMIGO3,0.222222222222222
DNAH1,0.962962962962963
LARP7,0.166666666666667
KIAA1109,1.01851851851852
BOD1L1,0.444444444444444
NPY2R,0.222222222222222
ADAM29,0.333333333333333
HTT,0.5
HNRNPDL,0.240740740740741
PCDHGA6,0.462962962962963
DROSHA,0.388888888888889
RHOBTB3,0.148148148148148
PDSS2,0.0555555555555556
TIAM2,0.462962962962963
CDKAL1,0.0740740740740741
DAXX,0.148148148148148
ZNF713,0.12962962962963
SUN1,0.203703703703704
PEX1,0.259259259259259
RIMS2,0.703703703703704
TRPM6,0.5
VPS13A,0.574074074074074
DCAF12L2,0.388888888888889
CSF2RA,0.185185185185185
CMC4,0.037037037037037
IL9R,0.111111111111111
KIAA1462,0.407407407407407
ANO3,0.314814814814815
OR5D13,0.166666666666667
OR10V1,0.0555555555555556
CAPN1,0.0925925925925926
SRRM4,0.388888888888889
RIMBP2,0.611111111111111
RAPGEF3,0.185185185185185
FGF14,0.148148148148148
TDRD9,0.12962962962963
C14orf39,0.222222222222222
DET1,0.166666666666667
CCDC135,0.222222222222222
SMG8,0.166666666666667
DLG4,0.185185185185185
DNAH17,0.925925925925926
CTAGE1,0.222222222222222
TNFRSF11A,0.12962962962963
NFIX,0.0555555555555556
MATK,0.222222222222222
ZNF526,0.166666666666667
CATSPERD,0.351851851851852
ZNF606,0.148148148148148
KCNA2,0.111111111111111
NKAIN1,0
SSTR4,0.259259259259259
BPIFB2,0.203703703703704
PPP1R16B,0.259259259259259
PLCB4,0.37037037037037
SLC5A7,0.148148148148148
TPO,0.444444444444444
STAM2,0.111111111111111
PSME4,0.314814814814815
XYLB,0.111111111111111
GABRA4,0.222222222222222
ERGIC1,0
WDR70,0.148148148148148
RFX6,0.277777777777778
SYNJ2,0.333333333333333
CNTNAP2,0.62962962962963
KMT2C,0.981481481481482
NEFM,0.407407407407407
MELK,0.240740740740741
CT55,0.0555555555555556
MAGEB18,0.0740740740740741
ANKRD26,0.407407407407407
MPP7,0.0925925925925926
BICC1,0.314814814814815
OR5L1,0.166666666666667
OR5B12,0.0925925925925926
IGHMBP2,0.148148148148148
IRAK3,0.185185185185185
ATP11A,0.314814814814815
SNORD116.12,0
GRAMD2,0.0555555555555556
IDH3A,0.0740740740740741
PARN,0.12962962962963
ZNF646,0.462962962962963
KRT9,0.166666666666667
NXN,0.111111111111111
RECQL5,0.240740740740741
GRIN3B,0.185185185185185
SBSN,0.185185185185185
ZNF569,0.259259259259259
ZNF155,0.111111111111111
PNMAL1,0.203703703703704
C3,0.425925925925926
PNPLA6,0.259259259259259
PGLYRP4,0.111111111111111
WDR33,0.333333333333333
IDH1,0.148148148148148
TOMM70A,0.166666666666667
LRRC31,0.222222222222222
CHL1,0.537037037037037
ADAMTS3,0.296296296296296
GFRAL,0.037037037037037
FIS1,0
HIPK2,0.277777777777778
TRPV6,0.296296296296296
CCDC146,0.166666666666667
EMC2,0.0740740740740741
TAF2,0.259259259259259
SLCO5A1,0.296296296296296
ATRX,0.555555555555556
NEURL1,0.0925925925925926
BMS1,0.240740740740741
CYP2C8,0.111111111111111
MUC2,0.518518518518518
OR5M11,0.0555555555555556
UVRAG,0.12962962962963
NOP2,0.203703703703704
MIR495,0.0555555555555556
IGHG2,0.148148148148148
SIX4,0.222222222222222
ACSM2B,0.166666666666667
ITGAM,0.277777777777778
HYDIN,1.11111111111111
WNT3,0.148148148148148
C17orf47,0.0740740740740741
CD300A,0.0740740740740741
THEG,0.12962962962963
ZNF571,0.222222222222222
EEF2,0.240740740740741
IRGC,0.148148148148148
EXOC3L2,0.111111111111111
LILRB2,0.259259259259259
KIR2DL3,0.0185185185185185
OR7E24,0.12962962962963
WNT2B,0.111111111111111
SCN3A,0.666666666666667
ZNF804A,0.518518518518518
FNDC4,0.0555555555555556
COLQ,0.166666666666667
ROBO1,0.814814814814815
HELT,0.0555555555555556
SLCO6A1,0.333333333333333
MAML1,0.166666666666667
HECA,0.203703703703704
LGSN,0.166666666666667
LRWD1,0.166666666666667
CHRM2,0.425925925925926
VPS41,0.296296296296296
POM121L12,0.296296296296296
RP1,0.666666666666667
SVEP1,0.592592592592593
PRPS2,0.0740740740740741
SSX9,0.0185185185185185
MSN,0.166666666666667
HEPH,0.203703703703704
CRTAC1,0.203703703703704
OR8D4,0.0925925925925926
OR51E1,0.166666666666667
OR4C12,0.0555555555555556
DEAF1,0.12962962962963
KDM2B,0.481481481481481
OR6C65,0.111111111111111
KCNMB4,0.0925925925925926
PAN3,0.185185185185185
RXFP2,0.296296296296296
IGHV3.21,0.0740740740740741
CERS3,0.185185185185185
MYH13,0.574074074074074
MPP3,0.166666666666667
ASXL3,0.296296296296296
CCDC105,0.148148148148148
TMEM161A,0.111111111111111
HNRNPCL1,0.166666666666667
GPR52,0.0925925925925926
KIF21B,0.425925925925926
HSPG2,0.592592592592593
OR2T4,0.111111111111111
SLC2A1,0.0925925925925926
CDKN2C,0.037037037037037
ISM1,0.0740740740740741
LCT,0.462962962962963
LRP2,1.16666666666667
RHOQ,0.0555555555555556
SOX14,0.037037037037037
SCN10A,0.425925925925926
NPY5R,0.0925925925925926
NSUN7,0.0555555555555556
GABRB2,0.222222222222222
GABRA6,0.240740740740741
GABRP,0.0740740740740741
IL31RA,0.185185185185185
SGK1,0.12962962962963
C6orf15,0.148148148148148
KCNQ5,0.444444444444444
CPA2,0.037037037037037
STK31,0.407407407407407
NME8,0.166666666666667
HECW1,0.814814814814815
SRCRB4D,0.0740740740740741
KIAA1324L,0.240740740740741
MCM7,0.240740740740741
CSMD3,1.40740740740741
FAM150A,0.037037037037037
PTPN3,0.222222222222222
PALM2.AKAP2,0.185185185185185
PPP1R26,0.407407407407407
CHUK,0.185185185185185
LZTS2,0.259259259259259
BAG3,0.148148148148148
MKX,0.148148148148148
SYT15,0.203703703703704
HKDC1,0.296296296296296
GRAMD1B,0.222222222222222
TMEM132A,0.296296296296296
YIF1A,0.185185185185185
C11orf30,0.259259259259259
HECTD4,0.796296296296296
FBXO21,0.166666666666667
LRRK2,0.759259259259259
KRT82,0.222222222222222
KRT6A,0.203703703703704
CSAD,0.0925925925925926
DDIT3,0.0740740740740741
CEP290,0.574074074074074
COL4A1,0.5
CDX2,0.12962962962963
BRCA2,0.537037037037037
AHNAK2,1.01851851851852
TRAV9.1,0
CPSF2,0.185185185185185
NEDD4,0.333333333333333
CA12,0.0740740740740741
PIF1,0.111111111111111
TICRR,0.351851851851852
PDXDC1,0.166666666666667
AQP8,0.0925925925925926
CLDN9,0.0740740740740741
CCDC102A,0.111111111111111
DNAH9,0.833333333333333
FLCN,0.12962962962963
TOP2A,0.185185185185185
EPX,0.222222222222222
SLC13A5,0.111111111111111
MIB1,0.166666666666667
EMILIN2,0.148148148148148
NOL4,0.296296296296296
C18orf25,0.0555555555555556
DSEL,0.537037037037037
MAST3,0.351851851851852
CILP2,0.296296296296296
ZNF728,0.12962962962963
SIRT2,0.037037037037037
NTNG1,0.185185185185185
FLG2,0.444444444444444
PGLYRP3,0.111111111111111
KCNN3,0.259259259259259
TMEM79,0.166666666666667
FCRL5,0.314814814814815
CD34,0.111111111111111
RAP1GAP,0.0740740740740741
HLX,0.185185185185185
FBXO28,0.0925925925925926
OR2M2,0.277777777777778
LRRC41,0.222222222222222
C1orf173,0.62962962962963
NOP56,0.111111111111111
HSPA12B,0.0925925925925926
NCOA5,0.277777777777778
CCDC116,0.277777777777778
CABIN1,0.407407407407407
MYO18B,0.759259259259259
LDOC1L,0
NEB,1.18518518518519
MAP2,0.666666666666667
STK36,0.203703703703704
NEU2,0.12962962962963
MAP4K3,0.148148148148148
C2orf78,0.203703703703704
MYLK,0.5
WNT7A,0.166666666666667
COPB2,0.185185185185185
CP,0.296296296296296
TBL1XR1,0.185185185185185
AZI2,0.037037037037037
PRKAR2A,0.037037037037037
CCDC71,0.111111111111111
RNF123,0.296296296296296
RRP9,0.166666666666667
NISCH,0.222222222222222
PRICKLE2,0.185185185185185
VGLL3,0.12962962962963
BRPF1,0.277777777777778
CPOX,0.0740740740740741
MFAP3L,0.12962962962963
PI4K2B,0.0925925925925926
FIP1L1,0.185185185185185
SORCS2,0.259259259259259
RAD50,0.240740740740741
TRPC7,0.333333333333333
TCOF1,0.259259259259259
DBN1,0.185185185185185
RUFY1,0.166666666666667
MROH2B,0.407407407407407
PAPD7,0.12962962962963
HACE1,0.203703703703704
LATS1,0.277777777777778
VARS2,0.185185185185185
MSH5,0.148148148148148
COL9A1,0.277777777777778
TNPO3,0.222222222222222
ABCB8,0.203703703703704
DPP6,0.407407407407407
KLHL7,0.0925925925925926
PCLO,1.38888888888889
KLHL38,0.148148148148148
LONRF1,0.185185185185185
DOCK5,0.574074074074074
COL15A1,0.388888888888889
ODF2,0.222222222222222
FAM166A,0.0925925925925926
ACTRT1,0.166666666666667
SLITRK2,0.388888888888889
ZBED1,0.277777777777778
FAM47C,0.537037037037037
CXXC1P1,0
KDM5C,0.222222222222222
FGD1,0.277777777777778
FAAH2,0.0925925925925926
ZDHHC15,0.12962962962963
SYTL4,0.12962962962963
PDCD11,0.259259259259259
CHEK1,0.111111111111111
LCP1,0.166666666666667
NIN,0.351851851851852
BRCA1,0.240740740740741
CEACAM6,0.0555555555555556
ATF3,0
ELAVL4,0.203703703703704
PCK1,0.0925925925925926
FARS2,0.12962962962963
CARD11,0.555555555555556
MID1,0.111111111111111
XIST,0.185185185185185
CUBN,0.814814814814815
GOLGA7B,0.037037037037037
C11orf53,0.12962962962963
SLC1A2,0.0740740740740741
LNX2,0.185185185185185
EXOC5,0.148148148148148
ELL3,0.148148148148148
GABPB1,0.0740740740740741
TNRC6A,0.37037037037037
SLC12A3,0.240740740740741
ZFHX3,0.944444444444444
TRAF4,0.0740740740740741
ALOX15B,0.203703703703704
DSC2,0.185185185185185
FCGBP,0.944444444444444
CEACAM1,0
MAMSTR,0.0740740740740741
PEG3,0.62962962962963
PRAMEF12,0.148148148148148
PDE4DIP,0.759259259259259
ASTN1,0.481481481481481
LAMC1,0.314814814814815
PLD5,0.185185185185185
IQCC,0.0740740740740741
SFPQ,0.185185185185185
PRKAA2,0.240740740740741
SEL1L2,0.203703703703704
CPXM1,0.240740740740741
MYT1,0.425925925925926
KRTAP13.3,0.0185185185185185
AP000304.12,0.037037037037037
ERG,0.166666666666667
ETAA1,0.185185185185185
EPHB1,0.407407407407407
PAK2,0.111111111111111
PXK,0.0740740740740741
ALPK1,0.277777777777778
MTNR1A,0.0185185185185185
CWH43,0.111111111111111
CABS1,0.148148148148148
SHROOM3,0.351851851851852
HIST1H3B,0.111111111111111
SYNGAP1,0.240740740740741
UHRF1BP1,0.333333333333333
MLIP,0.185185185185185
LAMB1,0.333333333333333
DENND2A,0.12962962962963
DPYS,0.203703703703704
OC90,0.111111111111111
CPSF1,0.351851851851852
KIFC2,0.148148148148148
CSMD1,1.27777777777778
ZFHX4,1.61111111111111
PSKH2,0.166666666666667
CDH17,0.240740740740741
ADAMTSL1,0.555555555555556
SPATA31D5P,0.481481481481481
TMEM164,0.0555555555555556
GPR112,0.518518518518518
TCF7L2,0.814814814814815
PCDH15,1.07407407407407
TECTA,0.796296296296296
IGF2,0.166666666666667
NADSYN1,0.166666666666667
LRP1,0.833333333333333
NAV3,0.796296296296296
ZDHHC20,0.111111111111111
FANCA,0.351851851851852
ITGAE,0.222222222222222
ACADVL,0.12962962962963
PTPN14,0.444444444444444
SZT2,0.444444444444444
CPT2,0.0740740740740741
LRRC7,0.611111111111111
AL031666.2,0
SLC4A10,0.314814814814815
PDGFRA,0.425925925925926
CTNND2,0.425925925925926
CDH10,0.759259259259259
GRM3,0.314814814814815
PREX2,0.685185185185185
CRISPLD1,0.277777777777778
IMPA1,0.111111111111111
FRMPD3,0.444444444444444
COL17A1,0.314814814814815
MKI67,0.611111111111111
KLF6,0.0555555555555556
FBXO18,0.296296296296296
DDX21,0.0925925925925926
LRIT1,0.203703703703704
SIDT2,0.185185185185185
CARS,0.203703703703704
INTS5,0.203703703703704
TM7SF2,0.037037037037037
OR2AG2,0.0740740740740741
CCND1,0.0555555555555556
CD151,0.0555555555555556
KNTC1,0.388888888888889
ABCB9,0.222222222222222
DNAJC14,0.111111111111111
HSD17B6,0.111111111111111
C12orf56,0.0740740740740741
CENPJ,0.388888888888889
SLC7A1,0.166666666666667
TSC22D1,0.240740740740741
PCDH17,0.925925925925926
MYCBP2,0.944444444444444
HHIPL1,0.0925925925925926
LRP10,0.222222222222222
SYNJ2BP,0.0185185185185185
ALKBH1,0.0555555555555556
CATSPERB,0.296296296296296
C15orf57,0.0185185185185185
TLN2,0.277777777777778
DAPK2,0.12962962962963
TBL3,0.12962962962963
E4F1,0.296296296296296
RNPS1,0.0925925925925926
SALL1,0.555555555555556
HAS3,0.0925925925925926
SCARF1,0.0740740740740741
MYO18A,0.425925925925926
OR3A1,0.148148148148148
ERBB2,0.259259259259259
GHDC,0.0925925925925926
ATP6V0A1,0.148148148148148
MYBBP1A,0.314814814814815
GIP,0.0185185185185185
RSAD1,0.12962962962963
ZBTB4,0.240740740740741
SGSH,0.0555555555555556
NPC1,0.277777777777778
LAMA3,0.685185185185185
GAREM,0.148148148148148
ANKRD12,0.351851851851852
P2RY11,0.0925925925925926
PDE4A,0.185185185185185
DNM2,0.240740740740741
YIPF2,0.037037037037037
SIN3B,0.277777777777778
UPF1,0.277777777777778
TJP3,0.240740740740741
ZFP36,0.0555555555555556
ZNF574,0.259259259259259
PNMAL2,0.222222222222222
GNG8,0
PRKCG,0.333333333333333
BRSK1,0.203703703703704
ZNF471,0.277777777777778
ZIM3,0.148148148148148
ZNF584,0.0925925925925926
XAB2,0.277777777777778
TRMT13,0.148148148148148
EPS8L3,0.185185185185185
SYCP1,0.240740740740741
ADAMTSL4,0.388888888888889
DENND4B,0.5
C1orf85,0.0925925925925926
C1orf64,0.0185185185185185
NFASC,0.814814814814815
PM20D1,0.185185185185185
FCAMR,0.277777777777778
RP11.193H5.1,0.185185185185185
DLGAP3,0.37037037037037
LEPRE1,0.148148148148148
IPP,0.0740740740740741
GLIS1,0.111111111111111
RP4.705O1.1,0
ZHX3,0.240740740740741
SLCO4A1,0.203703703703704
SYNJ1,0.259259259259259
FAM211B,0.0925925925925926
MICALL1,0.166666666666667
CPT1B,0.166666666666667
SULT1C2,0.0740740740740741
KCNE4,0.0740740740740741
LHCGR,0.259259259259259
PNO1,0.0740740740740741
TET3,0.481481481481481
SNRNP200,0.277777777777778
CNNM3,0.0555555555555556
SEMA5B,0.388888888888889
UBA5,0.0740740740740741
GRIP2,0.296296296296296
LAMB2,0.351851851851852
BSN,0.87037037037037
CAMKV,0.185185185185185
CACNA1D,0.537037037037037
WDR1,0.148148148148148
SPATA5,0.222222222222222
RAB28,0.0555555555555556
NELFA,0.148148148148148
ZNF721,0.259259259259259
KIT,0.388888888888889
PDE6B,0.203703703703704
UGT2B17,0.111111111111111
SH3TC1,0.37037037037037
WDR36,0.222222222222222
CAMK4,0.111111111111111
ARAP3,0.37037037037037
SH3PXD2B,0.240740740740741
CDH12,0.37037037037037
SDHA,0.296296296296296
PDZD2,0.592592592592593
PTGER4,0.111111111111111
MTRR,0.111111111111111
ANKRD32,0.259259259259259
TAB2,0.185185185185185
TAGAP,0.166666666666667
PRSS16,0.0555555555555556
DXO,0.0740740740740741
TAP1,0.148148148148148
SBP1,0
TEAD3,0.111111111111111
KCNK5,0.0925925925925926
MAD2L1BP,0.0185185185185185
EPHB4,0.203703703703704
SRRT,0.277777777777778
RELN,0.87037037037037
KCND2,0.333333333333333
FLNC,0.814814814814815
SDK1,1.16666666666667
ZHX1,0.0925925925925926
PLEC,0.759259259259259
CA2,0.111111111111111
UQCRB,0.037037037037037
PAPPA,0.62962962962963
TLR4,0.166666666666667
LHX2,0.12962962962963
PKN3,0.259259259259259
ZDHHC12,0.0555555555555556
C9orf114,0.12962962962963
TLE1,0.203703703703704
S1PR3,0.0740740740740741
MAGEA11,0.12962962962963
CD99L2,0.0925925925925926
L1CAM,0.203703703703704
MAGEE1,0.388888888888889
PGAM4,0.037037037037037
ITGA8,0.351851851851852
CDHR1,0.148148148148148
GRIA4,0.388888888888889
PRR5L,0.0740740740740741
INPPL1,0.388888888888889
CREBZF,0.0925925925925926
CIT,0.351851851851852
ARID2,0.592592592592593
VWF,0.666666666666667
GRK1,0.0925925925925926
RIN3,0.166666666666667
DMXL2,0.611111111111111
ADAMTSL3,0.648148148148148
RP11.812E19.9,0.0740740740740741
BCMO1,0.0925925925925926
MAP3K14,0.12962962962963
ARHGAP27,0.203703703703704
MTMR4,0.296296296296296
DNAH2,0.925925925925926
CELF4,0.222222222222222
ANO8,0.259259259259259
ZNF724P,0.148148148148148
SUPT5H,0.277777777777778
CCDC61,0.111111111111111
KCNA7,0.037037037037037
ZNF816,0.148148148148148
NLRP13,0.333333333333333
OLFM3,0.0925925925925926
PADI1,0.185185185185185
IGSF21,0.166666666666667
LBR,0.166666666666667
OR2T6,0.185185185185185
IL12RB2,0.259259259259259
TYW3,0.0740740740740741
BAGE2,0.462962962962963
TIAM1,0.537037037037037
LZTR1,0.333333333333333
SEZ6L,0.37037037037037
CDK15,0.0925925925925926
ATG9A,0.12962962962963
SLC4A3,0.296296296296296
NGEF,0.12962962962963
DGKD,0.314814814814815
HDAC4,0.333333333333333
ADCY3,0.222222222222222
SOCS5,0.185185185185185
MRPL53,0.037037037037037
LOXL3,0.203703703703704
ZBTB20,0.574074074074074
TMEM108,0.12962962962963
EOMES,0.296296296296296
SCN5A,0.685185185185185
CCDC51,0.12962962962963
SLC26A6,0.111111111111111
DOCK3,0.777777777777778
SFMBT1,0.203703703703704
FAT4,1.88888888888889
CLDN22,0.0185185185185185
PCDHGA5,0.5
GRXCR2,0.0555555555555556
DUSP1,0.0185185185185185
BOD1,0.0555555555555556
RAB3C,0.203703703703704
ZBTB22,0.222222222222222
CDYL,0.259259259259259
RREB1,0.148148148148148
PCOLCE,0.0925925925925926
KCNH2,0.203703703703704
FSCN1,0.12962962962963
AKAP9,0.722222222222222
LOXL2,0.296296296296296
CCDC180,0.37037037037037
DPH7,0.0555555555555556
SLC24A2,0.37037037037037
UBAP2,0.166666666666667
KIAA1210,0.222222222222222
GRIA3,0.222222222222222
TAF1,0.351851851851852
KLHL4,0.37037037037037
SLIT1,0.5
CRTAM,0.0925925925925926
TIRAP,0.0555555555555556
QSER1,0.222222222222222
OR51G1,0.111111111111111
DLG2,0.555555555555556
GALNT8,0.111111111111111
PTPRB,0.425925925925926
HAL,0.166666666666667
PPL,0.444444444444444
SPECC1,0.388888888888889
GPR179,0.574074074074074
GRB7,0.111111111111111
C18orf8,0.259259259259259
CDH7,0.240740740740741
MAST1,0.277777777777778
ZNF493,0.185185185185185
APLP1,0.314814814814815
RALGPS2,0.111111111111111
RNF2,0.0555555555555556
IFT52,0.037037037037037
FERMT1,0.148148148148148
LTN1,0.240740740740741
COL6A1,0.314814814814815
TCF20,0.444444444444444
TAF1B,0.0740740740740741
MTERFD2,0.037037037037037
ITGB1BP1,0.0555555555555556
KIAA2018,0.407407407407407
MED12L,0.5
RAP2B,0.0555555555555556
ITIH3,0.166666666666667
TRIM2,0.203703703703704
TLR6,0.166666666666667
PPBP,0.0740740740740741
GRID2,0.388888888888889
HK3,0.296296296296296
HMGCR,0.12962962962963
LRRC16A,0.407407407407407
BBS9,0.240740740740741
ANLN,0.111111111111111
DLC1,0.592592592592593
RANBP6,0.203703703703704
MIR20B,0
GDPD2,0.166666666666667
SKIDA1,0.222222222222222
OR56A1,0.166666666666667
KIF21A,0.518518518518518
ZCRB1,0.0555555555555556
FGD6,0.407407407407407
NBEA,0.907407407407407
NPAS3,0.259259259259259
ARID4A,0.259259259259259
GPHN,0.222222222222222
BUB1B,0.0740740740740741
UNC13C,0.888888888888889
TNS4,0.185185185185185
MED13,0.407407407407407
TBCD,0.166666666666667
STARD6,0.0740740740740741
EPB41L3,0.444444444444444
RFX1,0.111111111111111
CHERP,0.166666666666667
MYO9B,0.351851851851852
SNRNP70,0.12962962962963
PADI2,0.12962962962963
RAB4A,0.037037037037037
OR14K1,0.166666666666667
GCLM,0.0555555555555556
HM13,0.037037037037037
TBC1D22A,0.166666666666667
RANBP2,0.462962962962963
MAP3K19,0.240740740740741
RHOB,0
GAP43,0.0925925925925926
CCDC58,0.0925925925925926
KIF15,0.222222222222222
CPNE9,0.12962962962963
HHIP,0.314814814814815
WDR17,0.5
FAF2,0.0740740740740741
VTA1,0.0555555555555556
MLLT4,0.37037037037037
HIST1H3I,0.0925925925925926
MET,0.277777777777778
ZNF777,0.277777777777778
FKBP6,0.166666666666667
ANGPT1,0.0555555555555556
RSPO2,0.166666666666667
PURG,0.203703703703704
SETX,0.537037037037037
MAOA,0.0555555555555556
